X,Y,tunniste,objektinVoimassaoloaika,haetunDatanVoimassaoloaika,rata,ratanumero,ratakm,pituus,seuraavaKilometrimerkki,icon_url
25.4245239939493,65.2379907422197,1.2.246.586.1.41.1007803158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","780","998",1.2.246.586.1.41.1007813158072,./0.png
25.8658122819557,64.8561635736123,1.2.246.586.1.41.1007803486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","780","1000",1.2.246.586.1.41.1007813486513,./0.png
29.2028969975735,63.5368139838318,1.2.246.586.1.41.1007813158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","781","1000",1.2.246.586.1.41.1007823158070,./0.png
25.4278299465896,65.2467840134554,1.2.246.586.1.41.1007813158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","781","998",1.2.246.586.1.41.1007823158072,./0.png
25.8779044429446,64.8488213673645,1.2.246.586.1.41.1007813486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","781","1000",1.2.246.586.1.41.1007823486513,./0.png
29.1829014487221,63.5365957905961,1.2.246.586.1.41.1007823158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","782","1000",1.2.246.586.1.41.1007833158070,./0.png
25.4278332921474,65.2557337700068,1.2.246.586.1.41.1007823158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","782","998",1.2.246.586.1.41.1007833158072,./0.png
25.8899913932534,64.8414800704381,1.2.246.586.1.41.1007823486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","782","1001",1.2.246.586.1.41.1007833486513,./0.png
29.164723809855,63.5400898508053,1.2.246.586.1.41.1007833158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","783","985",1.2.246.586.1.41.1007843158070,./0.png
25.4278391826802,65.2646861709419,1.2.246.586.1.41.1007833158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","783","998",1.2.246.586.1.41.1007843158072,./0.png
25.9035239452678,64.8346210614074,1.2.246.586.1.41.1007833486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","783","1000",1.2.246.586.1.41.1007843486513,./0.png
29.1454963357526,63.5394898812163,1.2.246.586.1.41.1007843158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","784","927",1.2.246.586.1.41.1007853158070,./0.png
25.4278452891058,65.2736415813634,1.2.246.586.1.41.1007843158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","784","998",1.2.246.586.1.41.1007853158072,./0.png
25.9180263209471,64.8281157821809,1.2.246.586.1.41.1007843486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","784","1000",1.2.246.586.1.41.1007853486513,./0.png
29.130377558717,63.543981552008,1.2.246.586.1.41.1007853158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","785","1000",1.2.246.586.1.41.1007863158070,./0.png
25.4278476361098,65.2826014996593,1.2.246.586.1.41.1007853158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","785","998",1.2.246.586.1.41.1007863158072,./0.png
25.9325244676986,64.8216080480482,1.2.246.586.1.41.1007853486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","785","999",1.2.246.586.1.41.1007863486513,./0.png
29.1180563523879,63.5510505585016,1.2.246.586.1.41.1007863158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","786","1005",1.2.246.586.1.41.1007873158070,./0.png
25.4278531591763,65.2915601700766,1.2.246.586.1.41.1007863158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","786","998",1.2.246.586.1.41.1007873158072,./0.png
25.9476552579357,64.8154084983518,1.2.246.586.1.41.1007863486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","786","1003",1.2.246.586.1.41.1007873486513,./0.png
29.1005024821929,63.5554831904513,1.2.246.586.1.41.1007873158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","787","995",1.2.246.586.1.41.1007883158070,./0.png
25.4278599185069,65.3005102374406,1.2.246.586.1.41.1007873158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","787","998",1.2.246.586.1.41.1007883158072,./0.png
25.9646839172804,64.8100907043834,1.2.246.586.1.41.1007873486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","787","1000",1.2.246.586.1.41.1007883486513,./0.png
29.0846570289099,63.5609346206076,1.2.246.586.1.41.1007883158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","788","1000",1.2.246.586.1.41.1007893158070,./0.png
25.4331556776392,65.3090243824065,1.2.246.586.1.41.1007883158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","788","996",1.2.246.586.1.41.1007893158072,./0.png
25.9830310405662,64.8059808700572,1.2.246.586.1.41.1007883486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","788","1002",1.2.246.586.1.41.1007893486513,./0.png
29.0689325273405,63.5665333939595,1.2.246.586.1.41.1007893158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","789","1000",1.2.246.586.1.41.1007903158070,./0.png
25.4414151062342,65.3172262078633,1.2.246.586.1.41.1007893158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","789","1000",1.2.246.586.1.41.1007903158072,./0.png
26.0038803556801,64.8046331127993,1.2.246.586.1.41.1007893486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","789","1000",1.2.246.586.1.41.1007903486513,./0.png
29.0565640759691,63.5735397124006,1.2.246.586.1.41.1007903158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","790","1000",1.2.246.586.1.41.1007913158070,./0.png
25.4428024955668,65.3261744203355,1.2.246.586.1.41.1007903158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","790","1000",1.2.246.586.1.41.1007913158072,./0.png
26.0246810120599,64.8032854270307,1.2.246.586.1.41.1007903486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","790","997",1.2.246.586.1.41.1007913486513,./0.png
29.0438442267624,63.5804209542983,1.2.246.586.1.41.1007913158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","791","1000",1.2.246.586.1.41.1007923158070,./0.png
25.4415285145447,65.3351198809003,1.2.246.586.1.41.1007913158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","791","1000",1.2.246.586.1.41.1007923158072,./0.png
26.0446105436641,64.8048272626935,1.2.246.586.1.41.1007913486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","791","1001",1.2.246.586.1.41.1007923486513,./0.png
29.0264683274956,63.5849407520983,1.2.246.586.1.41.1007923158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","792","1000",1.2.246.586.1.41.1007933158070,./0.png
25.4390130249264,65.3440057328895,1.2.246.586.1.41.1007923158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","792","1000",1.2.246.586.1.41.1007933158072,./0.png
26.0612477535081,64.8103306082228,1.2.246.586.1.41.1007923486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","792","1000",1.2.246.586.1.41.1007933486513,./0.png
29.0093163132437,63.5896189821233,1.2.246.586.1.41.1007933158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","793","1000",1.2.246.586.1.41.1007943158070,./0.png
25.4346774485363,65.3527864029262,1.2.246.586.1.41.1007933158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","793","992",1.2.246.586.1.41.1007943158072,./0.png
26.0809756076814,64.8122233259277,1.2.246.586.1.41.1007933486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","793","999",1.2.246.586.1.41.1007943486513,./0.png
28.9905522152752,63.5927871453344,1.2.246.586.1.41.1007943158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","794","1000",1.2.246.586.1.41.1007953158070,./0.png
25.4303383803682,65.3614986957454,1.2.246.586.1.41.1007943158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","794","998",1.2.246.586.1.41.1007953158072,./0.png
26.1014772729534,64.8102147002904,1.2.246.586.1.41.1007943486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","794","1000",1.2.246.586.1.41.1007953486513,./0.png
28.9725305318503,63.5967572083535,1.2.246.586.1.41.1007953158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","795","1000",1.2.246.586.1.41.1007963158070,./0.png
25.4260647517628,65.3702678313443,1.2.246.586.1.41.1007953158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","795","998",1.2.246.586.1.41.1007963158072,./0.png
26.1205091978282,64.8066754085376,1.2.246.586.1.41.1007953486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","795","1000",1.2.246.586.1.41.1007963486513,./0.png
28.9566442734585,63.6021222492058,1.2.246.586.1.41.1007963158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","796","1000",1.2.246.586.1.41.1007973158070,./0.png
25.4217975583996,65.3790323476521,1.2.246.586.1.41.1007963158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","796","997",1.2.246.586.1.41.1007973158072,./0.png
26.1359737662728,64.8006049299728,1.2.246.586.1.41.1007963486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","796","1001",1.2.246.586.1.41.1007973486513,./0.png
28.9490983788107,63.6101065586618,1.2.246.586.1.41.1007973158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","797","1000",1.2.246.586.1.41.1007983158070,./0.png
25.417521919289,65.3877903489622,1.2.246.586.1.41.1007973158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","797","998",1.2.246.586.1.41.1007983158072,./0.png
26.1514260489893,64.7945270774238,1.2.246.586.1.41.1007973486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","797","999",1.2.246.586.1.41.1007983486513,./0.png
28.945873922145,63.6187183445999,1.2.246.586.1.41.1007983158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","798","1000",1.2.246.586.1.41.1007993158070,./0.png
25.4132436338237,65.396566351222,1.2.246.586.1.41.1007983158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","798","998",1.2.246.586.1.41.1007993158072,./0.png
26.1689319636314,64.7897241264365,1.2.246.586.1.41.1007983486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","798","998",1.2.246.586.1.41.1007993486513,./0.png
28.9337627543989,63.625849448038,1.2.246.586.1.41.1007993158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","799","1000",1.2.246.586.1.41.1008003158070,./0.png
25.4089588858235,65.405339940196,1.2.246.586.1.41.1007993158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","799","997",1.2.246.586.1.41.1008003158072,./0.png
26.1897546523283,64.7889432930886,1.2.246.586.1.41.1007993486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","799","1000",1.2.246.586.1.41.1008003486513,./0.png
28.922281183656,63.6331997774585,1.2.246.586.1.41.1008003158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","800","1000",1.2.246.586.1.41.1008013158070,./0.png
25.4072250786843,65.4142008803918,1.2.246.586.1.41.1008003158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","800","998",1.2.246.586.1.41.1008013158072,./0.png
26.210773610764,64.7888456855651,1.2.246.586.1.41.1008003486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","800","1000",1.2.246.586.1.41.1008013486513,./0.png
28.9090403495869,63.6399299881286,1.2.246.586.1.41.1008013158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","801","1000",1.2.246.586.1.41.1008023158070,./0.png
25.4081522399173,65.4231387405993,1.2.246.586.1.41.1008013158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","801","998",1.2.246.586.1.41.1008023158072,./0.png
26.2317962064589,64.7887443491956,1.2.246.586.1.41.1008013486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","801","999",1.2.246.586.1.41.1008023486513,./0.png
28.8971572509598,63.6471295484047,1.2.246.586.1.41.1008023158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","802","1000",1.2.246.586.1.41.1008033158070,./0.png
25.4064025605652,65.4319870485916,1.2.246.586.1.41.1008023158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","802","998",1.2.246.586.1.41.1008033158072,./0.png
26.2527846325739,64.7886402847226,1.2.246.586.1.41.1008023486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","802","1000",1.2.246.586.1.41.1008033486513,./0.png
28.8860610088399,63.6546078005915,1.2.246.586.1.41.1008033158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","803","1000",1.2.246.586.1.41.1008043158070,./0.png
25.4013208671194,65.4406859580625,1.2.246.586.1.41.1008033158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","803","998",1.2.246.586.1.41.1008043158072,./0.png
26.2731800359638,64.7868695891545,1.2.246.586.1.41.1008033486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","803","1000",1.2.246.586.1.41.1008043486513,./0.png
28.8742663809793,63.6618628842927,1.2.246.586.1.41.1008043158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","804","1000",1.2.246.586.1.41.1008053158070,./0.png
25.396980074123,65.4494542166246,1.2.246.586.1.41.1008043158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","804","998",1.2.246.586.1.41.1008053158072,./0.png
26.2927670313006,64.7836258907849,1.2.246.586.1.41.1008043486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","804","999",1.2.246.586.1.41.1008053486513,./0.png
28.8611656810333,63.6684413247323,1.2.246.586.1.41.1008053158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","805","1000",1.2.246.586.1.41.1008063158070,./0.png
25.3898937762485,65.4578295955973,1.2.246.586.1.41.1008053158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","805","991",1.2.246.586.1.41.1008063158072,./0.png
26.3123524030304,64.780376728056,1.2.246.586.1.41.1008053486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","805","1000",1.2.246.586.1.41.1008063486513,./0.png
28.8441785670142,63.6732833842402,1.2.246.586.1.41.1008063158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","806","1000",1.2.246.586.1.41.1008073158070,./0.png
25.3896405277201,65.4666447063978,1.2.246.586.1.41.1008063158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","806","996",1.2.246.586.1.41.1008073158072,./0.png
26.3319489919506,64.7771228752033,1.2.246.586.1.41.1008063486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","806","1000",1.2.246.586.1.41.1008073486513,./0.png
28.8272653294818,63.6781764815048,1.2.246.586.1.41.1008073158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","807","1000",1.2.246.586.1.41.1008083158070,./0.png
25.3736151782458,65.4719500833038,1.2.246.586.1.41.1008073158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","807","976",1.2.246.586.1.41.1008083158072,./0.png
26.3515318205343,64.7738719433802,1.2.246.586.1.41.1008073486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","807","1000",1.2.246.586.1.41.1008083486513,./0.png
28.8108386237681,63.6830802889521,1.2.246.586.1.41.1008083158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","808","1000",1.2.246.586.1.41.1008093158070,./0.png
25.357172341494,65.4769878064232,1.2.246.586.1.41.1008083158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","808","1000",1.2.246.586.1.41.1008093158072,./0.png
26.3711160783165,64.7706173593618,1.2.246.586.1.41.1008083486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","808","1000",1.2.246.586.1.41.1008093486513,./0.png
28.7968121607266,63.6892673332809,1.2.246.586.1.41.1008093158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","809","1000",1.2.246.586.1.41.1008103158070,./0.png
25.3484727511639,65.4851905590224,1.2.246.586.1.41.1008093158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","809","997",1.2.246.586.1.41.1008103158072,./0.png
26.390686883947,64.7673633011541,1.2.246.586.1.41.1008093486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","809","1000",1.2.246.586.1.41.1008103486513,./0.png
28.7843522006187,63.6962250995667,1.2.246.586.1.41.1008103158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","810","1000",1.2.246.586.1.41.1008113158070,./0.png
25.3398504849996,65.4933753001353,1.2.246.586.1.41.1008103158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","810","998",1.2.246.586.1.41.1008113158072,./0.png
26.4082192531678,64.7627506660204,1.2.246.586.1.41.1008103486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","810","999",1.2.246.586.1.41.1008113486513,./0.png
28.7692887974354,63.7021451611223,1.2.246.586.1.41.1008113158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","811","1000",1.2.246.586.1.41.1008123158070,./0.png
25.3310521476192,65.5015361791176,1.2.246.586.1.41.1008113158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","811","998",1.2.246.586.1.41.1008123158072,./0.png
26.4189073223117,64.7550389432359,1.2.246.586.1.41.1008113486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","811","1000",1.2.246.586.1.41.1008123486513,./0.png
28.7645139612129,63.7101801114093,1.2.246.586.1.41.1008123158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","812","1000",1.2.246.586.1.41.1008133158070,./0.png
25.3188511581453,65.5089125736047,1.2.246.586.1.41.1008123158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","812","1000",1.2.246.586.1.41.1008133158072,./0.png
26.4295470297419,64.7473077129064,1.2.246.586.1.41.1008123486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","812","1000",1.2.246.586.1.41.1008133486513,./0.png
28.7607327175869,63.7187243612508,1.2.246.586.1.41.1008133158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","813","1000",1.2.246.586.1.41.1008143158070,./0.png
25.3059336856438,65.516095157315,1.2.246.586.1.41.1008133158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","813","997",1.2.246.586.1.41.1008143158072,./0.png
26.440183645584,64.7395742770135,1.2.246.586.1.41.1008133486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","813","1000",1.2.246.586.1.41.1008143486513,./0.png
28.7451651797894,63.7243710008554,1.2.246.586.1.41.1008143158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","814","1000",1.2.246.586.1.41.1008153158070,./0.png
25.2934484178468,65.5233785612542,1.2.246.586.1.41.1008143158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","814","997",1.2.246.586.1.41.1008153158072,./0.png
26.4508082261846,64.7318415364372,1.2.246.586.1.41.1008143486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","814","1000",1.2.246.586.1.41.1008153486513,./0.png
28.7286263934284,63.7295372875183,1.2.246.586.1.41.1008153158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","815","1000",1.2.246.586.1.41.1008163158070,./0.png
25.279978351476,65.5303375763581,1.2.246.586.1.41.1008153158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","815","998",1.2.246.586.1.41.1008163158072,./0.png
26.4582491352484,64.7235381957062,1.2.246.586.1.41.1008153486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","815","1000",1.2.246.586.1.41.1008163486513,./0.png
28.7120790461555,63.7347000872491,1.2.246.586.1.41.1008163158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","816","1000",1.2.246.586.1.41.1008173158070,./0.png
25.2691239130049,65.5380615462173,1.2.246.586.1.41.1008163158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","816","998",1.2.246.586.1.41.1008173158072,./0.png
26.4626797237843,64.7147724588169,1.2.246.586.1.41.1008163486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","816","1000",1.2.246.586.1.41.1008173486513,./0.png
28.6971592420402,63.740724205114,1.2.246.586.1.41.1008173158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","817","1000",1.2.246.586.1.41.1008183158070,./0.png
25.2586241487754,65.5458722663569,1.2.246.586.1.41.1008173158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","817","998",1.2.246.586.1.41.1008183158072,./0.png
26.4671044491508,64.7060082183458,1.2.246.586.1.41.1008173486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","817","999",1.2.246.586.1.41.1008183486513,./0.png
28.6832125412539,63.7472250238353,1.2.246.586.1.41.1008183158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","818","1000",1.2.246.586.1.41.1008193158070,./0.png
25.2484171649777,65.553764526656,1.2.246.586.1.41.1008183158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","818","998",1.2.246.586.1.41.1008193158072,./0.png
26.473745863598,64.6975374394226,1.2.246.586.1.41.1008183486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","818","999",1.2.246.586.1.41.1008193486513,./0.png
28.6733757830379,63.7549963389253,1.2.246.586.1.41.1008193158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","819","1000",1.2.246.586.1.41.1008203158070,./0.png
25.2382137030154,65.5616449609664,1.2.246.586.1.41.1008193158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","819","998",1.2.246.586.1.41.1008203158072,./0.png
26.4814300730637,64.6891988752574,1.2.246.586.1.41.1008193486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","819","999",1.2.246.586.1.41.1008203486513,./0.png
28.6674782143668,63.7635067921051,1.2.246.586.1.41.1008203158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","820","1000",1.2.246.586.1.41.1008213158070,./0.png
25.2280608919208,65.5695369869878,1.2.246.586.1.41.1008203158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","820","998",1.2.246.586.1.41.1008213158072,./0.png
26.489112798071,64.6808662429032,1.2.246.586.1.41.1008203486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","820","1000",1.2.246.586.1.41.1008213486513,./0.png
28.6654140458592,63.7724023656405,1.2.246.586.1.41.1008213158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","821","1000",1.2.246.586.1.41.1008223158070,./0.png
25.2225042372514,65.5781719098894,1.2.246.586.1.41.1008213158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","821","997",1.2.246.586.1.41.1008223158072,./0.png
26.496812582556,64.6725187653589,1.2.246.586.1.41.1008213486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","821","999",1.2.246.586.1.41.1008223486513,./0.png
28.6553499272971,63.7801481778583,1.2.246.586.1.41.1008223158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","822","1000",1.2.246.586.1.41.1008233158070,./0.png
25.2176076721731,65.586883636462,1.2.246.586.1.41.1008223158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","822","1000",1.2.246.586.1.41.1008233158072,./0.png
26.5046525431422,64.6642089968564,1.2.246.586.1.41.1008223486513,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3486513,"531","822","1000",1.2.246.586.1.41.1008233486513,./0.png
28.6440400595241,63.7875955087861,1.2.246.586.1.41.1008233158070,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158070,"006","823","1000",1.2.246.586.1.41.1008243158070,./0.png
25.2081648132706,65.5948528020404,1.2.246.586.1.41.1008233158072,1921/12/31 22:00:00,1921/12/31 22:00:00,1.2.246.586.1.45.3158072,"008","823","1000",1.2.246.586.1.41.1008243158072,./0.png
